r2,r2_ceiled,nat_ed,eco_ed,model_ed,data_ed,eco_alignment,eco_alignment_strength,model_alignment,model_alignment_strength,data_alignment,data_alignment_strength,ambient,n_samples,resolution,alignment
0.47024828474866004,0.8025545894511362,100,2,3.1698994918127426,100,,,eco,1,,,100,1000,0.1,high
0.48463016023375877,0.829566218349758,100,2,4.59831370480329,100,,,eco,1,,,100,1000,0.1,high
0.5044880594572767,0.8554941037233325,100,2,3.2628355576762615,100,,,eco,1,,,100,1000,0.1,high
0.5207452118702962,0.8713218440818409,100,2,3.2287343512179794,100,,,eco,1,,,100,1000,0.1,high
0.5236569465713268,0.8793694853323919,100,2,4.503566679510855,100,,,eco,1,,,100,1000,0.1,high
0.503488226052479,0.8502213484640063,100,2,4.349787277625261,100,,,eco,1,,,100,1000,0.1,high
0.49486781970475047,0.8462496192322864,100,2,4.737787666269004,100,,,eco,1,,,100,1000,0.1,high
0.4904133000389905,0.8410081834642235,100,2,4.956688900509494,100,,,eco,1,,,100,1000,0.1,high
0.5527326333294993,0.9161457761573608,100,2,4.161500919891462,100,,,eco,1,,,100,1000,0.1,high
0.48750533843038313,0.8190350200658101,100,2,4.129966611209849,100,,,eco,1,,,100,1000,0.1,high
0.4977972889996828,0.8241471363310661,100,2,3.2959425785619896,100,,,eco,1,,,100,1000,0.1,high
0.5076599641889924,0.846166483781457,100,2,4.828004926966239,100,,,eco,1,,,100,1000,0.1,high
0.4806935505901156,0.8264990617231937,100,2,3.813725054254894,100,,,eco,1,,,100,1000,0.1,high
0.4831568943059432,0.8126006494197653,100,2,4.880948593190052,100,,,eco,1,,,100,1000,0.1,high
0.48516944036544274,0.8004196912822209,100,2,4.53634677275835,100,,,eco,1,,,100,1000,0.1,high
0.5176648468280047,0.8714062546918049,100,2,4.686195250740095,100,,,eco,1,,,100,1000,0.1,high
0.5185468536601406,0.8791622147442941,100,2,4.44597985813013,100,,,eco,1,,,100,1000,0.1,high
0.5146379843754278,0.8587029355614108,100,2,3.772330066965395,100,,,eco,1,,,100,1000,0.1,high
0.5040090021329277,0.8497065030899459,100,2,4.0210937586953746,100,,,eco,1,,,100,1000,0.1,high
0.5034201061294405,0.8457801671358435,100,2,4.992131777251865,100,,,eco,1,,,100,1000,0.1,high
0.5152220718279704,0.8630656362450574,100,2,4.185122882937448,100,,,eco,1,,,100,1000,0.1,high
0.4878035612442775,0.8440013130118533,100,2,4.792977271094237,100,,,eco,1,,,100,1000,0.1,high
0.5164779084495217,0.8671661474498772,100,2,3.794378399826273,100,,,eco,1,,,100,1000,0.1,high
0.49223783890187006,0.8325992232900831,100,2,3.544810870830041,100,,,eco,1,,,100,1000,0.1,high
0.498314051210749,0.8257992901825876,100,2,3.8381210128462646,100,,,eco,1,,,100,1000,0.1,high
0.45966660320795527,0.7769799962159306,100,2,3.641518671303327,100,,,eco,1,,,100,1000,0.1,high
0.4651140882983367,0.8015631534979261,100,2,4.920887994860758,100,,,eco,1,,,100,1000,0.1,high
0.497505559390399,0.8452305552008342,100,2,4.772665564170597,100,,,eco,1,,,100,1000,0.1,high
0.5204128069307695,0.8648447410416048,100,2,4.377395148556899,100,,,eco,1,,,100,1000,0.1,high
0.4966929551938868,0.8253538635881301,100,2,4.0106281043582435,100,,,eco,1,,,100,1000,0.1,high
0.5147489023831479,0.8700345727773471,100,2,3.6370001535709275,100,,,eco,1,,,100,1000,0.1,high
0.4981668646839876,0.8282263957162013,100,2,3.641787864548566,100,,,eco,1,,,100,1000,0.1,high
0.494789963466664,0.8449657583804636,100,2,3.2733591556557657,100,,,eco,1,,,100,1000,0.1,high
0.49307629103427303,0.8396975013870697,100,2,4.551854763587263,100,,,eco,1,,,100,1000,0.1,high
0.48709953435999404,0.8260377960907741,100,2,4.573014735580994,100,,,eco,1,,,100,1000,0.1,high
0.48100441757648094,0.8114971061159475,100,2,3.1519519927078345,100,,,eco,1,,,100,1000,0.1,high
0.503091754707416,0.8566535727650951,100,2,4.612252450150001,100,,,eco,1,,,100,1000,0.1,high
0.494863885703599,0.8270212304521178,100,2,3.1278832631855846,100,,,eco,1,,,100,1000,0.1,high
0.5342511215417103,0.8972214268460676,100,2,3.6869345963164566,100,,,eco,1,,,100,1000,0.1,high
0.5043925623005887,0.8517390666306588,100,2,4.698248866960402,100,,,eco,1,,,100,1000,0.1,high
0.511723443858056,0.8505346399891464,100,2,3.6490855988771003,100,,,eco,1,,,100,1000,0.1,high
0.49021158996544156,0.8397950502263576,100,2,3.2783190214080156,100,,,eco,1,,,100,1000,0.1,high
0.5250682731701565,0.8791044675128588,100,2,3.7260958071823236,100,,,eco,1,,,100,1000,0.1,high
0.5263726575531025,0.8744657842612177,100,2,3.695530655353126,100,,,eco,1,,,100,1000,0.1,high
0.4958481622651304,0.8262183160015903,100,2,3.151892488036464,100,,,eco,1,,,100,1000,0.1,high
0.4835093565006832,0.8302491069994731,100,2,4.094195396676383,100,,,eco,1,,,100,1000,0.1,high
0.5290839574650683,0.8851090108295602,100,2,3.6894917563783967,100,,,eco,1,,,100,1000,0.1,high
0.4644155687610742,0.8173268551616658,100,2,3.078368587209086,100,,,eco,1,,,100,1000,0.1,high
0.48994354916495214,0.8261094446603344,100,2,3.2950045148249627,100,,,eco,1,,,100,1000,0.1,high
0.4936398426527233,0.8353669325642668,100,2,4.660257725795359,100,,,eco,1,,,100,1000,0.1,high
0.1817843835440572,0.30854890851145206,100,2,15.26036885075402,100,,,eco,-1,,,100,1000,0.1,low
0.20446551086296721,0.35035999996508804,100,2,18.67328319365239,100,,,eco,-1,,,100,1000,0.1,low
0.13855482085033544,0.23943703647483278,100,2,19.028690564881778,100,,,eco,-1,,,100,1000,0.1,low
0.16253569645684313,0.27609810964105214,100,2,15.915124181558243,100,,,eco,-1,,,100,1000,0.1,low
0.2387401140377678,0.4011972371863021,100,2,19.542588514208813,100,,,eco,-1,,,100,1000,0.1,low
0.2778927770167249,0.4701628228435445,100,2,17.582104016755917,100,,,eco,-1,,,100,1000,0.1,low
0.21478323692161902,0.35958294162410187,100,2,18.10912097312634,100,,,eco,-1,,,100,1000,0.1,low
0.21200031797081104,0.3627515710061618,100,2,19.391580458199826,100,,,eco,-1,,,100,1000,0.1,low
0.20855679316673828,0.35505575390817684,100,2,18.815596575126392,100,,,eco,-1,,,100,1000,0.1,low
0.20766769207032662,0.3519162032312179,100,2,17.84987856095465,100,,,eco,-1,,,100,1000,0.1,low
0.1576861371280224,0.2722521828159002,100,2,16.28000903300364,100,,,eco,-1,,,100,1000,0.1,low
0.20602347355203357,0.3493268727863202,100,2,15.752918581055429,100,,,eco,-1,,,100,1000,0.1,low
0.22619689493299816,0.3812204679443235,100,2,18.69845260041041,100,,,eco,-1,,,100,1000,0.1,low
0.2242356750810817,0.3793197385916507,100,2,17.539481124143464,100,,,eco,-1,,,100,1000,0.1,low
0.1518993197081698,0.26001091953446204,100,2,15.419880013783304,100,,,eco,-1,,,100,1000,0.1,low
0.18123196780330195,0.2968701808559766,100,2,16.289002852633537,100,,,eco,-1,,,100,1000,0.1,low
0.23655205491174797,0.40381388885749386,100,2,19.31280282277051,100,,,eco,-1,,,100,1000,0.1,low
0.22587861083127925,0.3873003776617745,100,2,19.374430525359937,100,,,eco,-1,,,100,1000,0.1,low
0.1708858238848057,0.28970933581548713,100,2,15.100580646814828,100,,,eco,-1,,,100,1000,0.1,low
0.22555855760237864,0.3842188480589532,100,2,19.381691911815604,100,,,eco,-1,,,100,1000,0.1,low
0.19562806688338535,0.3268508878875104,100,2,17.130414856762986,100,,,eco,-1,,,100,1000,0.1,low
0.19178183680330416,0.31838482889118885,100,2,15.173885899396419,100,,,eco,-1,,,100,1000,0.1,low
0.16324903975048288,0.2780149717610486,100,2,15.793909173017404,100,,,eco,-1,,,100,1000,0.1,low
0.24128995743087894,0.39993282593429,100,2,17.47294930577487,100,,,eco,-1,,,100,1000,0.1,low
0.1741243938484594,0.30660714394216604,100,2,17.20262630405388,100,,,eco,-1,,,100,1000,0.1,low
0.2023812256891325,0.34675390327693756,100,2,16.297480063754907,100,,,eco,-1,,,100,1000,0.1,low
0.20901599196642115,0.35058110513364893,100,2,19.64049829460228,100,,,eco,-1,,,100,1000,0.1,low
0.22897550478160766,0.3951136340009499,100,2,17.10032177543134,100,,,eco,-1,,,100,1000,0.1,low
0.18514081401375393,0.3181435371400958,100,2,19.529566116797405,100,,,eco,-1,,,100,1000,0.1,low
0.20392427239094665,0.34925617252277735,100,2,17.201372919551268,100,,,eco,-1,,,100,1000,0.1,low
0.19427413912303856,0.3310181112071773,100,2,15.415341458072042,100,,,eco,-1,,,100,1000,0.1,low
0.16531851350946844,0.2829323850578539,100,2,19.54018783443307,100,,,eco,-1,,,100,1000,0.1,low
0.1638004573790333,0.2876645026430987,100,2,17.40451519388074,100,,,eco,-1,,,100,1000,0.1,low
0.22620031726717935,0.3827924075782298,100,2,16.544286476984098,100,,,eco,-1,,,100,1000,0.1,low
0.16864020988954248,0.2833313187761415,100,2,15.821972237494904,100,,,eco,-1,,,100,1000,0.1,low
0.2111209589019902,0.347590331845307,100,2,17.760244524409835,100,,,eco,-1,,,100,1000,0.1,low
0.23659611166303357,0.39426039818979813,100,2,19.230663884665287,100,,,eco,-1,,,100,1000,0.1,low
0.1752664301573474,0.29262590090639845,100,2,19.031143214015973,100,,,eco,-1,,,100,1000,0.1,low
0.21497578488175886,0.35598010741460606,100,2,16.235175396918745,100,,,eco,-1,,,100,1000,0.1,low
0.21510296818132194,0.35966497976737916,100,2,19.560238114588167,100,,,eco,-1,,,100,1000,0.1,low
0.1638650479734346,0.27442892479033565,100,2,15.524303201102235,100,,,eco,-1,,,100,1000,0.1,low
0.18708266758181583,0.3082310265817623,100,2,15.715232084693053,100,,,eco,-1,,,100,1000,0.1,low
0.23428670263552964,0.399849887243096,100,2,18.485196038447096,100,,,eco,-1,,,100,1000,0.1,low
0.18759432288567487,0.32754212669303134,100,2,18.60604860406566,100,,,eco,-1,,,100,1000,0.1,low
0.22586048901342579,0.38094916776627297,100,2,16.720775828391666,100,,,eco,-1,,,100,1000,0.1,low
0.1996972829614951,0.34019619503838494,100,2,17.081504371713475,100,,,eco,-1,,,100,1000,0.1,low
0.1681477084207906,0.28327493113933566,100,2,15.35856361972609,100,,,eco,-1,,,100,1000,0.1,low
0.21220038177999379,0.36060494073641464,100,2,18.065112453322108,100,,,eco,-1,,,100,1000,0.1,low
0.270654586422585,0.46189659067059646,100,2,19.2488512094434,100,,,eco,-1,,,100,1000,0.1,low
0.24305836665024144,0.41024120211132664,100,2,17.78148464878129,100,,,eco,-1,,,100,1000,0.1,low
