between-concept dimensionality,between-concept radius,bias (mean),bias (std),layer,other signal-noise-overlap (mean),other signal-noise-overlap (std),self signal-noise-overlap (mean),self signal-noise-overlap (std),signal (mean),signal (std),signal-noise-ratio (mean),signal-noise-ratio (std),within-concept dimensionality (mean),within-concept dimensionality (std),within-concept radius (mean),within-concept radius (std),architecture,task,kind,source
5.157423532213935,7.165312877481592,0.007150445829323829,0.12075552746892851,features.1,5.526248710537307,3.098490101033428,5.502145283694526,3.0436111462593365,2.984988030723734,0.9432799375800165,0.8961891355577156,0.30886781454286244,13.932601788079637,4.255098497099851,23.211997461592617,1.9602050567551268,AlexNet,None,Untrained,PyTorch
6.519633917753157,2.627182266484437,0.005397553191451243,0.10464779505004104,features.4,4.902573656348247,2.1270167004348712,4.899766434888312,2.131256430180175,3.093540124653399,0.8659626151794597,1.0266377392560624,0.3038080164950183,16.768333121773523,3.671581117442205,8.286387367491265,0.5986472693028404,AlexNet,None,Untrained,PyTorch
5.333503290854444,0.878296596959444,0.004787497176888219,0.09843632322049989,features.7,5.933258208271025,2.5642354263477913,5.92665956102436,2.5533169944881986,3.3962624106437937,1.0015984855067974,1.012118020933636,0.29925642985900985,14.67626406663763,2.4648557451398787,2.5119438333113986,0.17278120470313207,AlexNet,None,Untrained,PyTorch
5.606868287812741,0.2512743207016039,0.0046183566143009214,0.09666420730202473,features.9,5.551241797591342,2.428876267593857,5.544096351060522,2.4095115491346903,3.284151135255138,0.9688473821058853,1.0108515259395794,0.28822714770043306,15.943270936116962,2.4504613218606983,0.743221216489434,0.050162284627948486,AlexNet,None,Untrained,PyTorch
5.202600079466204,0.09753444268016237,0.004578172463635062,0.09624503490894795,features.11,5.729838818535121,2.5064307055683144,5.718349890795034,2.4645392120183085,3.322130765557245,0.9884356495555557,1.0035780346128502,0.2958059877278888,15.631436362491602,2.4699534228853444,0.28468033205183124,0.019199644198646393,AlexNet,None,Untrained,PyTorch
7.662286099246268,20.326393224012378,0.023289058020055747,0.22214287762521207,features.1,2.7826047638842737,2.1616431169671015,2.655589935264886,1.7317981238585303,2.6948570043275515,0.77384961185635,1.6289042628621968,0.7761230355369665,32.323639380801175,5.8801618361156285,73.43628658175055,10.696291441729342,AlexNet,Object Classification,Supervised,PyTorch
13.74175878074663,22.613214959652538,0.022427640997856203,0.2173222300661924,features.4,1.6141113621702883,0.7564794578352982,1.561438063946109,0.5573632081633405,2.4900252479261535,0.5201782158426097,2.1303774640632147,0.8087559513926295,36.76929594727582,3.412597282912761,90.37074142975507,13.07893609693155,AlexNet,Object Classification,Supervised,PyTorch
14.096042705183581,16.98062103145142,0.013724576202983368,0.1686694131625031,features.7,1.4995328048464236,0.5648975853509732,1.4748488445301058,0.462833685996172,2.5513736025487184,0.48149160621165127,2.3081984607425436,0.7166126873101133,38.83112472463747,1.8981394373486473,66.23780056871784,7.436916673811559,AlexNet,Object Classification,Supervised,PyTorch
11.484841052521439,12.571457647192341,0.01610063351428268,0.1828442207336576,features.9,1.7896311181394995,0.8426056496679487,1.740150253736874,0.6294139962791433,2.8190247845501895,0.6166860057816952,2.4074995707892906,0.8279286382080722,38.72868453363736,2.3492931502492174,44.04025746548285,5.408377532210203,AlexNet,Object Classification,Supervised,PyTorch
12.965618378370202,8.988276811294707,0.022952694795100897,0.21982844237021554,features.11,2.6477442749998588,1.380021290456354,2.56018241526264,1.0479794733890482,3.414993418993221,0.7866737189135591,2.463556300502512,0.9839195829031928,35.343220237437635,3.469573635352266,25.967078242393555,3.7713840598073727,AlexNet,Object Classification,Supervised,PyTorch
3.966431319604097,1.3949468753380718,0.0037094273098857546,0.08651407576749313,features.18,5.476443372311107,3.5528321895288846,5.47013277773929,3.554407586304052,2.8910840362574715,0.9950101292704707,0.8554488656907927,0.2515522831542643,16.391447075359437,4.213081294188073,4.600578719236532,0.2768995130962211,VGG16,None,Untrained,PyTorch
3.475469959999506,1.3284512025777853,0.003595588263188309,0.08515316576964385,features.20,5.922101124921735,3.9899527226219726,5.91235219961872,3.9765557826259297,2.9179659989811246,1.066633264411851,0.8155567333263603,0.24833170756139666,15.172917166687165,4.287920099485487,4.312474247956397,0.2556821757540414,VGG16,None,Untrained,PyTorch
3.615248996652711,1.2615173077490294,0.003405317290505101,0.08284545008337157,features.22,5.730335452492073,3.740008351364032,5.722144156730107,3.7265692169656877,2.9223145391356304,1.0459890828258187,0.8332880500830367,0.2406208411902868,15.791794441900745,4.148885272722905,4.093408891336279,0.2369260872737798,VGG16,None,Untrained,PyTorch
2.4038386184493614,0.7258292268209572,0.0035859250164064255,0.08503230037707832,features.25,8.305095514301158,5.820146534895884,8.28329662029595,5.764526809354071,3.2612093538128706,1.3650083602088388,0.7342193023620801,0.2369236508553182,11.050593190157672,3.4047974411968287,2.0611630675724926,0.1224704281395343,VGG16,None,Untrained,PyTorch
2.561643513106676,0.6256475623950764,0.003423603555577064,0.08307468685240364,features.27,7.5548771547706295,5.182112376235803,7.537701462546654,5.139745855398674,3.1835484383951242,1.2811010705727248,0.7632361552122074,0.23329453129336764,12.61630664513546,3.6266138900507983,1.828912216198206,0.10631906412382258,VGG16,None,Untrained,PyTorch
2.6604951162208406,0.5670867016004518,0.0034291402511855275,0.0831322341502139,features.29,7.275185107745834,4.974308960364043,7.259479383980921,4.935418416776679,3.152459100338948,1.257964557416989,0.7778647305971522,0.24032386760541619,13.225938885972054,3.787639637858423,1.6767581450785485,0.09747206434544892,VGG16,None,Untrained,PyTorch
18.167835239203452,63.1831417102699,0.01661200685321507,0.1858043037445646,features.18,0.9752842471659902,0.4121798005744756,0.9418955651001529,0.27429083646266644,2.164128757126689,0.3825184817923448,2.617459042217956,0.8854195295905434,41.44553215562665,1.4939264600983555,290.5220973034473,36.06550505729173,VGG16,Object Classification,Supervised,PyTorch
16.151329763464926,51.8356018499247,0.01640376916991014,0.18464351435885626,features.20,1.1002274512429342,0.48125966247137586,1.066802259013329,0.33928667568225745,2.298800965013173,0.4386451185397689,2.6056402701824393,0.8486994466237716,41.36047260321757,1.466278567127353,224.45103794247228,27.560220962149465,VGG16,Object Classification,Supervised,PyTorch
16.871594293747137,31.71165620108906,0.019434963816568465,0.20136736851668424,features.22,1.1417737453661438,0.4990872042684411,1.111032843371014,0.376424797962997,2.383751494890205,0.4691214024485301,2.7009183476235146,0.9009049293345515,41.27243137196456,1.4728405601444232,132.66237686207285,17.761662156969923,VGG16,Object Classification,Supervised,PyTorch
12.439348377090365,25.635295800840094,0.0192391691435344,0.2004443454224591,features.25,2.145638625477439,0.989589307804516,2.0876359618665847,0.7671860980691378,3.1852198879878406,0.7096368661154027,2.5968536901928307,0.9666121761294226,38.26644372216335,2.1957717002624424,79.74798958412693,10.606528610805988,VGG16,Object Classification,Supervised,PyTorch
11.553032694370481,20.822407165790302,0.021050735329426775,0.21035442479500105,features.27,2.5639762485451674,1.2515887872449054,2.4934292995762464,1.0011996774327059,3.452857291728735,0.8034731879408645,2.5961629068069967,1.0455526213400606,36.48044081126881,2.9970268320902567,59.72541317146091,8.214101017650094,VGG16,Object Classification,Supervised,PyTorch
15.73246553402715,10.78665404370318,0.037927266813189135,0.28736218078973186,features.29,2.9685908862602455,1.8918895304831733,2.7887682096352044,1.2917826478116694,3.6161129267486993,0.8840355379349598,2.6802021147871256,1.3347145680094614,34.59707802285365,4.095230982226558,29.711040494689605,5.2885347723931355,VGG16,Object Classification,Supervised,PyTorch
4.046084676247731,18.905994392364523,0.00832490106895553,0.13034291799877515,features.4,5.7518041600520355,3.575050529302381,5.671771267501458,3.284945585339391,2.854317040438052,0.9838071588671677,0.7941610349745807,0.2783980198947189,13.712692062834817,4.343650637043439,63.30403211964583,5.655832262981867,SqueezeNet,None,Untrained,PyTorch
3.6373414844666776,13.198385722224167,0.006895992327097403,0.11836332360467695,features.6,6.451503493982056,3.478290780781473,6.423250518910579,3.3943756277052386,2.927941865231881,0.984654063601164,0.7190976050977151,0.22838812898059954,11.89824198665405,3.070149070372932,43.14756693549371,3.502857615423372,SqueezeNet,None,Untrained,PyTorch
3.339790306294751,10.109111497514462,0.004006900159896812,0.08990971212964928,features.8,6.442470068370794,3.6452622112444084,6.439057554028792,3.6484272454055633,2.9935274526174744,1.012474846807427,0.7621753030006693,0.2269768036903242,14.176909553715866,3.741657485398246,32.27180476581127,2.0092872146641536,SqueezeNet,None,Untrained,PyTorch
2.3060424642162167,14.944862950062145,0.0037914533366232997,0.08742359647402025,features.10,9.088533804576537,5.673924978966725,9.075117305689863,5.638787032066475,3.2057793842864717,1.2999064984124291,0.6269823228302847,0.2084603301694193,8.881269325426393,2.8053693612694546,43.58898260127597,2.6434449090423087,SqueezeNet,None,Untrained,PyTorch
1.967495714767375,9.222389039613555,0.005473580525191895,0.10520918596033722,features.12,11.72085365013541,7.377658742284231,11.696052023212248,7.310728137778464,3.445756217873445,1.5269939685328258,0.5537148117217162,0.19705575236710254,5.73286275796651,1.6241915520014187,24.72471766698582,1.7984215779212265,SqueezeNet,None,Untrained,PyTorch
8.182931693260128,82.94115964481271,0.018496555683385624,0.19686387850518194,features.4,2.3456264337520167,1.209622013877547,2.2849544905464447,0.9844253086777921,2.6634558779239605,0.6598967958720102,1.6898030565659166,0.6233122650008837,35.7111624320151,3.424261357197677,308.8923996344458,40.78426203087722,SqueezeNet,Object Classification,Supervised,PyTorch
6.628396551369467,102.24422645059181,0.01825560874758601,0.1953051798906332,features.6,3.040665609644671,1.735206123708235,2.9700846507737233,1.4733758596188102,2.963254590121838,0.8090293389971505,1.6222909089539541,0.5688652097062207,33.49954841389671,3.5360483497179036,340.5457095983786,44.88482761786555,SqueezeNet,Object Classification,Supervised,PyTorch
10.667883870757796,266.0793101147634,0.00983096488531167,0.1419782643050837,features.8,1.9112531414217298,0.6820112813871402,1.892858795533472,0.6077235441444547,2.8094106550898803,0.5816301643841782,2.1739142185906655,0.6501282230651955,38.992345730761976,2.441170878191163,937.859672762733,89.75883547074125,SqueezeNet,Object Classification,Supervised,PyTorch
12.98623119786719,224.92390148648883,0.011835677766357357,0.15594438733832827,features.10,1.433919939122323,0.582899016824676,1.416622389806262,0.5093154171009426,2.5838920481778125,0.5063406460024229,2.4840034524073196,0.7508792677880335,41.50189320870634,1.642651132284368,863.700627443075,90.61531701150288,SqueezeNet,Object Classification,Supervised,PyTorch
15.054519495603499,107.96696489393285,0.01706359067019638,0.18855522874254715,features.12,1.5281676306409078,0.6650638651332866,1.4907434355953382,0.5017472190825752,2.760557939271141,0.5194026435641995,2.699509981718979,0.856152688969403,39.21972444680956,2.8898102969382,390.07042691794976,48.11812854899602,SqueezeNet,Object Classification,Supervised,PyTorch
